Entry,DD,Down,Distance,Yardline,Poss,Quarter,Time,Team_Score,Opp_Score,Diff_Score,Text,Yards,Pass,Passer,Completed,Targeted,Run,Carrier,Punt,Field_Goal,Koreturn,Penalty,Date,Season,Location,HomeField,Line,O_U,Attendance,Gameid,Opponent,Play_Type,Poss
80,2nd and 14 at AKR 26,2nd ,14, AKR 26,AKR, 2nd,3:08,28,0,28, (3:08 - 2nd) Warren Ball run for a loss of 1 yard to the Akron 25 ,-1,0,0,0,0,1, Warren Ball ,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,run,OPP
81,,,,,AKR, 2nd,3:00,28,0,28," (3:00 - 2nd) Timeout PENN ST, clock 03:00 ",,,,,,,,,,,,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,other,OPP
82,3rd and 15 at AKR 25,3rd ,15, AKR 25,AKR, 2nd,2:56,28,0,28, (2:56 - 2nd) Thomas Woodson sacked by Ryan Buchholz and Torrence Brown for a loss of 8 yards to the Akron 17 ,-8,,,,,,,,,,,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,other,OPP
83,4th and 23 at AKR 17,4th ,23, AKR 17,AKR, 2nd,2:14,28,0,28," (2:14 - 2nd) Nick Gasser punt for 43 yds , DeAndre Thompkins returns for 15 yds to the Akron 45 ",43,0,0,0,0,0,0,1,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,other,OPP
84,1st and 10 at AKR 45,1st ,10, AKR 45,PSU, 2nd,2:00,35,0,35, (2:00 - 2nd) Trace McSorley run for a loss of 6 yards to the PnSt 49 ,-6,0,0,0,0,1, Trace McSorley ,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,run,PSU
85,2nd and 16 at PSU 49,2nd ,16, PSU 49,PSU, 2nd,1:39,35,0,35, (1:39 - 2nd) Trace McSorley pass complete to DeAndre Thompkins for 14 yds to the Akron 37 ,14,1, Trace McSorley,1, DeAndre Thompkins ,0,0,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,pass,PSU
86,3rd and 2 at AKR 37,3rd ,2, AKR 37,PSU, 2nd,1:01,35,0,35, (1:01 - 2nd) Trace McSorley run for no gain to the Akron 37 ,0,0,0,0,0,1, Trace McSorley ,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,run,PSU
87,4th and 2 at AKR 37,4th ,2, AKR 37,PSU, 2nd,0:32,35,0,35, (0:32 - 2nd) Trace McSorley pass complete to Juwan Johnson for 7 yds to the Akron 30 for a 1ST down ,7,1, Trace McSorley,1, Juwan Johnson ,0,0,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,pass,PSU
88,1st and 10 at AKR 30,1st ,10, AKR 30,PSU, 2nd,0:23,35,0,35," (0:23 - 2nd) Saquon Barkley run for 30 yds for a TD, (Tyler Davis KICK) ",30,0,0,0,0,1, Saquon Barkley ,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,run,PSU
89,,,,,AKR, 2nd,0:23,35,0,35, (0:23 - 2nd) Tyler Davis kickoff for 65 yds for a touchback ,65,,,,,,,,,,,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,other,OPP
90,1st and 10 at AKR 25,1st ,10, AKR 25,AKR, 2nd,0:00,35,0,35, (0:00 - 2nd) Van Edwards Jr. run for 2 yds to the Akron 27 ,2,0,0,0,0,1, Van Edwards Jr. ,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,run,OPP
91,,,,,PSU, 3rd,15:00,35,0,35," (15:00 - 3rd) Nick Gasser kickoff for 65 yds , Saquon Barkley return for 20 yds to the PnSt 20 ",65,,,,,,,,,,,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,other,PSU
92,1st and 10 at PSU 20,1st ,10, PSU 20,PSU, 3rd,14:54,35,0,35, (14:54 - 3rd) Trace McSorley run for 8 yds to the PnSt 28 ,8,0,0,0,0,1, Trace McSorley ,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,run,PSU
93,2nd and 2 at PSU 28,2nd ,2, PSU 28,PSU, 3rd,14:09,35,0,35, (14:09 - 3rd) Trace McSorley pass complete to DaeSean Hamilton for 19 yds to the PnSt 47 for a 1ST down ,19,1, Trace McSorley,1, DaeSean Hamilton ,0,0,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,pass,PSU
94,1st and 10 at PSU 47,1st ,10, PSU 47,PSU, 3rd,13:24,35,0,35, (13:24 - 3rd) Trace McSorley pass complete to Mike Gesicki for 4 yds to the Akron 49 ,4,1, Trace McSorley,1, Mike Gesicki ,0,0,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,pass,PSU
95,2nd and 6 at AKR 49,2nd ,6, AKR 49,PSU, 3rd,12:41,35,0,35, (12:41 - 3rd) Saquon Barkley run for 2 yds to the Akron 47 ,2,0,0,0,0,1, Saquon Barkley ,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,run,PSU
96,3rd and 4 at AKR 47,3rd ,4, AKR 47,PSU, 3rd,12:04,35,0,35, (12:04 - 3rd) Saquon Barkley run for 1 yd to the Akron 46 ,1,0,0,0,0,1, Saquon Barkley ,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,run,PSU
97,4th and 3 at AKR 46,4th ,3, AKR 46,PSU, 3rd,11:32,35,0,35, (11:32 - 3rd) Saquon Barkley run for 1 yd to the Akron 45 ,1,0,0,0,0,1, Saquon Barkley ,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,run,PSU
98,1st and 10 at AKR 46,1st ,10, AKR 46,AKR, 3rd,11:32,35,0,35, (11:32 - 3rd) Thomas Woodson pass incomplete ,0,1, Thomas Woodson,0,0,0,0,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,pass,OPP
99,2nd and 10 at AKR 46,2nd ,10, AKR 46,AKR, 3rd,11:21,35,0,35, (11:21 - 3rd) Warren Ball run for no gain to the Akron 46 ,0,0,0,0,0,1, Warren Ball ,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,run,OPP
100,3rd and 10 at AKR 46,3rd ,10, AKR 46,AKR, 3rd,10:44,35,0,35, (10:44 - 3rd) Thomas Woodson pass complete to Fransohn Bickley for 8 yds to the PnSt 46 ,8,1, Thomas Woodson,1, Fransohn Bickley ,0,0,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,pass,OPP
101,4th and 2 at PSU 46,4th ,2, PSU 46,AKR, 3rd,10:04,35,0,35," (10:04 - 3rd) Nick Gasser punt for 37 yds, punt out-of-bounds at the PnSt 9 ",37,0,0,0,0,0,0,1,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,other,OPP
102,1st and 10 at PSU 9,1st ,10, PSU 9,PSU, 3rd,10:04,38,0,38, (10:04 - 3rd) Saquon Barkley run for 25 yds to the PnSt 34 for a 1ST down ,25,0,0,0,0,1, Saquon Barkley ,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,run,PSU
103,1st and 10 at PSU 34,1st ,10, PSU 34,PSU, 3rd,9:29,38,0,38, (9:29 - 3rd) Trace McSorley pass incomplete to DaeSean Hamilton ,0,1, Trace McSorley,0, DaeSean Hamilton ,0,0,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,pass,PSU
104,2nd and 10 at PSU 34,2nd ,10, PSU 34,PSU, 3rd,9:14,38,0,38, (9:14 - 3rd) Trace McSorley run for 3 yds to the PnSt 37 ,3,0,0,0,0,1, Trace McSorley ,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,run,PSU
105,3rd and 7 at PSU 37,3rd ,7, PSU 37,PSU, 3rd,8:39,38,0,38, (8:39 - 3rd) Trace McSorley pass complete to Juwan Johnson for 33 yds to the Akron 30 for a 1ST down ,33,1, Trace McSorley,1, Juwan Johnson ,0,0,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,pass,PSU
106,1st and 10 at AKR 30,1st ,10, AKR 30,PSU, 3rd,7:59,38,0,38, (7:59 - 3rd) Trace McSorley run for no gain to the Akron 30 ,0,0,0,0,0,1, Trace McSorley ,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,run,PSU
107,2nd and 10 at AKR 30,2nd ,10, AKR 30,PSU, 3rd,7:24,38,0,38, (7:24 - 3rd) Trace McSorley pass complete to Tommy Stevens for 7 yds to the Akron 23 ,7,1, Trace McSorley,1, Tommy Stevens ,0,0,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,pass,PSU
108,3rd and 3 at AKR 23,3rd ,3, AKR 23,PSU, 3rd,6:41,38,0,38, (6:41 - 3rd) Trace McSorley pass complete to Mike Gesicki for a loss of 6 yards to the Akron 29 ,-6,1, Trace McSorley,1, Mike Gesicki ,0,0,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,pass,PSU
109,4th and 9 at AKR 29,4th ,9, AKR 29,PSU, 3rd,6:01,38,0,38, (6:01 - 3rd) Tyler Davis 47 yd FG GOOD ,,0,0,0,0,0,0,0,1,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,other,PSU
110,,,,,AKR, 3rd,6:01,38,0,38," (6:01 - 3rd) Tyler Davis kickoff for 64 yds , Van Edwards Jr. return for 24 yds to the PENNST 41 AKRON Penalty, Offensive Holding (10 Yards) to the Akron 15 ",64,0,0,0,0,0,0,0,0,0,1,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,other,OPP
111,1st and 10 at AKR 15,1st ,10, AKR 15,AKR, 3rd,5:56,38,0,38, (5:56 - 3rd) Warren Ball run for 7 yds to the Akron 22 ,7,0,0,0,0,1, Warren Ball ,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,run,OPP
112,2nd and 3 at AKR 22,2nd ,3, AKR 22,AKR, 3rd,5:02,38,0,38, (5:02 - 3rd) Thomas Woodson pass complete to Tra'Von Chapman for 4 yds to the Akron 26 for a 1ST down ,4,1, Thomas Woodson,1, Tra'Von Chapman ,0,0,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,pass,OPP
113,1st and 10 at AKR 26,1st ,10, AKR 26,AKR, 3rd,4:34,38,0,38, (4:34 - 3rd) Thomas Woodson pass incomplete to Anthony Young ,0,1, Thomas Woodson,0, Anthony Young ,0,0,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,pass,OPP
114,2nd and 10 at AKR 26,2nd ,10, AKR 26,AKR, 3rd,4:22,38,0,38, (4:22 - 3rd) Warren Ball run for a loss of 2 yards to the Akron 24 ,-2,0,0,0,0,1, Warren Ball ,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,run,OPP
115,3rd and 12 at AKR 24,3rd ,12, AKR 24,AKR, 3rd,3:38,38,0,38," (3:38 - 3rd) Woodson, Thomas pass complete to Ball, Warren for 13 yards to the AKRON37, PENALTY AKRON holding 10 yards to the AKRON14, NO PLAY. ",,0,0,0,0,0,0,0,0,0,1,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,other,OPP
116,3rd and 22 at AKR 14,3rd ,22, AKR 14,AKR, 3rd,2:57,38,0,38, (2:57 - 3rd) Andre Williams run for 7 yds to the Akron 21 ,7,0,0,0,0,1, Andre Williams ,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,run,OPP
117,4th and 15 at AKR 21,4th ,15, AKR 21,AKR, 3rd,2:25,38,0,38," (2:25 - 3rd) Nick Gasser punt for 37 yds, downed at the PnSt 42 ",37,0,0,0,0,0,0,1,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,other,OPP
118,1st and 10 at PSU 42,1st ,10, PSU 42,PSU, 3rd,2:25,45,0,45, (2:25 - 3rd) Saquon Barkley run for a loss of 2 yards to the PnSt 40 ,-2,0,0,0,0,1, Saquon Barkley ,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,run,PSU
119,2nd and 12 at PSU 40,2nd ,12, PSU 40,PSU, 3rd,1:29,45,0,45, (1:29 - 3rd) Trace McSorley pass complete to Saquon Barkley for 43 yds to the Akron 17 for a 1ST down ,43,1, Trace McSorley,1, Saquon Barkley ,0,0,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,pass,PSU
120,1st and 10 at AKR 17,1st ,10, AKR 17,PSU, 3rd,1:07,45,0,45," (1:07 - 3rd) McSorley, Trace pass incomplete to Hamilton, DaeSean, PENALTY AKRON pass interference (Butler, Denzel) 15 yards to the AKRON2, NO PLAY, 1ST DOWN PENNST. ",0,0,0,0,0,0,0,0,0,0,1,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,other,PSU
121,1st and Goal at AKR 2,1st , Goal , AKR 2,PSU, 3rd,1:02,45,0,45," (1:02 - 3rd) Trace McSorley pass complete to Mike Gesicki for 2 yds for a TD, (Tyler Davis KICK) ",2,1, Trace McSorley,1, Mike Gesicki ,0,0,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,pass,PSU
122,,,,,AKR, 3rd,1:02,45,0,45, (1:02 - 3rd) Alex Barbir kickoff for 60 yds ,60,,,,,,,,,,,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,other,OPP
123,1st and 10 at AKR 35,1st ,10, AKR 35,AKR, 3rd,0:54,45,0,45, (0:54 - 3rd) Van Edwards Jr. run for a loss of 2 yards to the Akron 33 ,-2,0,0,0,0,1, Van Edwards Jr. ,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,run,OPP
124,2nd and 12 at AKR 33,2nd ,12, AKR 33,AKR, 3rd,0:00,45,0,45, (0:00 - 3rd) Kato Nelson run for 8 yds to the Akron 41 ,8,0,0,0,0,1, Kato Nelson ,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,run,OPP
125,,,,,AKR,,,45,0,45, End of 3rd Quarter ,,,,,,,,,,,,,,,,,,,,AKR,other,OPP
126,3rd and 4 at AKR 41,3rd ,4, AKR 41,AKR, 4th,15:00,45,0,45, (15:00 - 4th) Kato Nelson pass incomplete to Anthony Young ,0,1, Kato Nelson,0, Anthony Young ,0,0,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,pass,OPP
127,4th and 4 at AKR 41,4th ,4, AKR 41,AKR, 4th,14:46,45,0,45," (14:46 - 4th) Gasser, Nick punt 34 yards to the PENNST25, downed, PENALTY PENNST personal foul (Windsor, Robert) 15 yards to the PENNST44, NO PLAY, 1ST DOWN AKRON. ",,0,0,0,0,0,0,0,0,0,1,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,other,OPP
128,1st and 10 at PSU 44,1st ,10, PSU 44,AKR, 4th,14:40,45,0,45," (14:40 - 4th) Nelson, Kato pass complete to Smith, Kwadarrius for 13 yards to the PENNST31, PENALTY AKRON personal foul (Ericksen, Stephen) 15 yards to the AKRON41, NO PLAY. ",,0,0,0,0,0,0,0,0,0,1,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,other,OPP
129,1st and 25 at AKR 41,1st ,25, AKR 41,AKR, 4th,14:22,45,0,45," (14:22 - 4th) AKRON Penalty, False Start (Kwadarrius Smith) to the Akron 36 ",,0,0,0,0,0,0,0,0,0,1,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,other,OPP
130,1st and 30 at AKR 36,1st ,30, AKR 36,AKR, 4th,14:04,45,0,45, (14:04 - 4th) Kato Nelson run for 8 yds to the Akron 44 ,8,0,0,0,0,1, Kato Nelson ,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,run,OPP
131,2nd and 22 at AKR 44,2nd ,22, AKR 44,AKR, 4th,13:11,45,0,45, (13:11 - 4th) Kato Nelson sacked by Jarvis Miller for a loss of 1 yard to the Akron 43 ,-1,,,,,,,,,,,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,other,OPP
132,,,,,AKR, 4th,12:54,45,0,45," (12:54 - 4th) Timeout AKRON, clock 12:54 ",,,,,,,,,,,,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,other,OPP
133,3rd and 23 at AKR 43,3rd ,23, AKR 43,AKR, 4th,12:54,45,0,45, (12:54 - 4th) Kato Nelson run for a loss of 3 yards to the Akron 40 ,-3,0,0,0,0,1, Kato Nelson ,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,run,OPP
134,4th and 26 at AKR 40,4th ,26, AKR 40,AKR, 4th,12:16,45,0,45," (12:16 - 4th) Nick Gasser punt for 26 yds, punt out-of-bounds at the PnSt 34 ",26,0,0,0,0,0,0,1,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,other,OPP
135,1st and 10 at PSU 34,1st ,10, PSU 34,PSU, 4th,12:16,52,0,52, (12:16 - 4th) Tommy Stevens pass complete to DaeSean Hamilton for 26 yds to the Akron 40 for a 1ST down ,26,1, Tommy Stevens,1, DaeSean Hamilton ,0,0,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,pass,PSU
136,1st and 10 at AKR 40,1st ,10, AKR 40,PSU, 4th,11:26,52,0,52," (11:26 - 4th) Tommy Stevens run for 7 yds to the Akron 33 for a 1ST down AKRON Penalty, Horse Collar Tackle (Deon'Tae Moore) to the Akron 18 for a 1ST down ",7,0,0,0,0,0,0,0,0,0,1,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,other,PSU
137,1st and 10 at AKR 18,1st ,10, AKR 18,PSU, 4th,10:59,52,0,52, (10:59 - 4th) Tommy Stevens pass complete to Brandon Polk for 4 yds to the Akron 14 ,4,1, Tommy Stevens,1, Brandon Polk ,0,0,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,pass,PSU
138,2nd and 6 at AKR 14,2nd ,6, AKR 14,PSU, 4th,10:24,52,0,52," (10:24 - 4th) Tommy Stevens run for 5 yds to the Akron 9 for a 1ST down AKRON Penalty, Personal Foul (Deon'Tae Moore) to the Akron 5 for a 1ST down ",5,0,0,0,0,0,0,0,0,0,1,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,other,PSU
139,1st and Goal at AKR 5,1st , Goal , AKR 5,PSU, 4th,10:20,52,0,52," (10:20 - 4th) Tommy Stevens run for 5 yds for a TD, (Tyler Davis KICK) ",5,0,0,0,0,1, Tommy Stevens ,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,run,PSU
140,,,,,AKR, 4th,10:20,52,0,52," (10:20 - 4th) Alex Barbir kickoff for 53 yds , Denzel Butler return for 13 yds to the Akron 25 ",53,,,,,,,,,,,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,other,OPP
141,1st and 10 at AKR 25,1st ,10, AKR 25,AKR, 4th,9:50,52,0,52, (9:50 - 4th) Manny Morgan run for 4 yds to the Akron 29 ,4,0,0,0,0,1, Manny Morgan ,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,run,OPP
142,2nd and 6 at AKR 29,2nd ,6, AKR 29,AKR, 4th,9:27,52,0,52, (9:27 - 4th) Robbie Kelley pass incomplete to Fransohn Bickley ,0,1, Robbie Kelley,0, Fransohn Bickley ,0,0,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,pass,OPP
143,3rd and 6 at AKR 29,3rd ,6, AKR 29,AKR, 4th,9:22,52,0,52, (9:22 - 4th) Robbie Kelley pass incomplete to Fransohn Bickley ,0,1, Robbie Kelley,0, Fransohn Bickley ,0,0,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,pass,OPP
144,4th and 6 at AKR 29,4th ,6, AKR 29,AKR, 4th,9:11,52,0,52," (9:11 - 4th) Nick Gasser punt for 47 yds , Troy Apke returns for 3 yds to the PnSt 27 ",47,0,0,0,0,0,0,1,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,other,OPP
145,1st and 10 at PSU 27,1st ,10, PSU 27,PSU, 4th,9:11,52,0,52, (9:11 - 4th) Andre Robinson run for 2 yds to the PnSt 29 ,2,0,0,0,0,1, Andre Robinson ,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,run,PSU
146,2nd and 8 at PSU 29,2nd ,8, PSU 29,PSU, 4th,8:21,52,0,52, (8:21 - 4th) Andre Robinson run for a loss of 5 yards to the PnSt 24 ,-5,0,0,0,0,1, Andre Robinson ,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,run,PSU
147,3rd and 13 at PSU 24,3rd ,13, PSU 24,PSU, 4th,7:44,52,0,52, (7:44 - 4th) Tommy Stevens run for a loss of 1 yard to the PnSt 23 ,-1,0,0,0,0,1, Tommy Stevens ,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,run,PSU
148,4th and 14 at PSU 23,4th ,14, PSU 23,PSU, 4th,7:03,52,0,52," (7:03 - 4th) Blake Gillikin punt for 44 yds, downed at the Akron 33 ",44,0,0,0,0,0,0,1,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,other,PSU
149,1st and 10 at AKR 33,1st ,10, AKR 33,AKR, 4th,7:03,52,0,52," (7:03 - 4th) AKRON Penalty, False Start (Xavier Quigley) to the Akron 28 ",,0,0,0,0,0,0,0,0,0,1,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,other,OPP
150,1st and 15 at AKR 28,1st ,15, AKR 28,AKR, 4th,6:34,52,0,52, (6:34 - 4th) Nick Johns pass complete to Nate Stewart for 4 yds to the Akron 32 ,4,1, Nick Johns,1, Nate Stewart ,0,0,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,pass,OPP
151,2nd and 11 at AKR 32,2nd ,11, AKR 32,AKR, 4th,6:01,52,0,52, (6:01 - 4th) Deltron Sands run for 1 yd to the Akron 33 ,1,0,0,0,0,1, Deltron Sands ,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,run,OPP
152,3rd and 10 at AKR 33,3rd ,10, AKR 33,AKR, 4th,5:54,52,0,52, (5:54 - 4th) Nick Johns pass incomplete ,0,1, Nick Johns,0,0,0,0,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,pass,OPP
153,4th and 10 at AKR 33,4th ,10, AKR 33,AKR, 4th,5:42,52,0,52," (5:42 - 4th) Nick Gasser punt for 41 yds, downed at the PnSt 26 ",41,0,0,0,0,0,0,1,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,other,OPP
154,1st and 10 at AKR 38,1st ,10, AKR 38,PSU, 4th,5:04,52,0,52," (5:04 - 4th) Miles Sanders run for 16 yds to the PENNST 46 PENN ST Penalty, Offensive Holding (-10 Yards) to the PnSt 44 ",16,0,0,0,0,0,0,0,0,0,1,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,other,PSU
155,1st and 4 at PSU 44,1st ,4, PSU 44,PSU, 4th,4:33,52,0,52, (4:33 - 4th) Tommy Stevens pass incomplete ,0,1, Tommy Stevens,0,0,0,0,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,pass,PSU
156,2nd and 4 at PSU 44,2nd ,4, PSU 44,PSU, 4th,4:27,52,0,52, (4:27 - 4th) Tommy Stevens pass incomplete to DeAndre Thompkins ,0,1, Tommy Stevens,0, DeAndre Thompkins ,0,0,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,pass,PSU
157,3rd and 4 at PSU 44,3rd ,4, PSU 44,PSU, 4th,4:18,52,0,52, (4:18 - 4th) Blake Gillikin punt for 56 yds for a touchback ,56,0,0,0,0,0,0,1,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,other,PSU
158,1st and 10 at AKR 20,1st ,10, AKR 20,AKR, 4th,4:06,52,0,52, (4:06 - 4th) Kato Nelson run for a loss of 1 yard to the Akron 19 ,-1,0,0,0,0,1, Kato Nelson ,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,run,OPP
159,2nd and 11 at AKR 19,2nd ,11, AKR 19,AKR, 4th,3:44,52,0,52, (3:44 - 4th) Kato Nelson run for 3 yds to the Akron 22 ,3,0,0,0,0,1, Kato Nelson ,0,0,0,0,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,run,OPP
160,3rd and 8 at AKR 22,3rd ,8, AKR 22,AKR, 4th,3:18,52,0,52," (3:18 - 4th) PENN ST Penalty, Defensive Offside (Shaka Toney) to the Akron 27 ",,0,0,0,0,0,0,0,0,0,1,9/2/2017,2017," University Park, PA 16802 ",home,PSU-30.0,62,"101,684",400935237,AKR,other,OPP
